2026-07-24 17:34:18,437 | INFO | Dataset validation successful.
2026-07-24 20:45:09,882 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,883 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,883 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,884 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,884 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,884 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,885 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,886 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,887 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,887 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,887 | INFO | Text preprocessing completed.
2026-07-24 20:45:09,889 | INFO | DataFrame preprocessing completed.
2026-07-24 20:45:09,955 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,956 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,957 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,958 | INFO | Text tokenized successfully.
2026-07-24 20:45:09,959 | INFO | DataFrame tokenization completed.
2026-07-24 20:45:10,253 | INFO | Keyword extraction completed.
2026-07-24 20:45:10,285 | INFO | News classification model trained successfully.
2026-07-24 20:57:15,856 | INFO | Dataset validation successful.
2026-07-24 20:57:15,857 | INFO | CSV file loaded successfully.
2026-07-24 20:57:24,253 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,254 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,254 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,255 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,255 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,255 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,256 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,256 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,256 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,256 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,257 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,257 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,258 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,258 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,258 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,259 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,259 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,259 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,259 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,260 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,260 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,261 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,261 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,261 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,261 | INFO | Text preprocessing completed.
2026-07-24 20:57:24,262 | INFO | DataFrame preprocessing completed.
2026-07-24 20:57:24,288 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,289 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,290 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,291 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,292 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,292 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,292 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,292 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,292 | INFO | Text tokenized successfully.
2026-07-24 20:57:24,293 | INFO | DataFrame tokenization completed.
2026-07-24 20:57:24,327 | INFO | Keyword extraction completed.
2026-07-24 20:57:24,346 | INFO | News classification model trained successfully.
2026-07-24 21:02:11,019 | INFO | Dataset validation successful.
2026-07-24 21:02:11,020 | INFO | CSV file loaded successfully.
2026-07-24 21:02:28,464 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,465 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,466 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,466 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,467 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,468 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,468 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,469 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,469 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,470 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,471 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,472 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,473 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,474 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,475 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,476 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,477 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,477 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,479 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,480 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,480 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,481 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,482 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,483 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,484 | INFO | Text preprocessing completed.
2026-07-24 21:02:28,485 | INFO | DataFrame preprocessing completed.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,510 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,511 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,512 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,513 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,513 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,513 | INFO | Text tokenized successfully.
2026-07-24 21:02:28,513 | INFO | DataFrame tokenization completed.
2026-07-24 21:02:28,544 | INFO | Keyword extraction completed.
2026-07-24 21:02:28,562 | INFO | News classification model trained successfully.
2026-07-24 21:24:19,441 | INFO | Dataset validation successful.
2026-07-24 21:24:19,443 | INFO | CSV file loaded successfully.
2026-07-24 21:24:26,123 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,124 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,124 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,124 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,125 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,125 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,125 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,126 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,126 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,126 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,127 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,127 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,128 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,129 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,129 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,133 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,140 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,143 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,144 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,145 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,146 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,147 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,148 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,149 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,149 | INFO | Text preprocessing completed.
2026-07-24 21:24:26,151 | INFO | DataFrame preprocessing completed.
2026-07-24 21:24:26,175 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,176 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,176 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,177 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,177 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,177 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,178 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,178 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,178 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,178 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,179 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,179 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,179 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,179 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,179 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,180 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,180 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,180 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,180 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,180 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,181 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,181 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,181 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,181 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,181 | INFO | Text tokenized successfully.
2026-07-24 21:24:26,182 | INFO | DataFrame tokenization completed.
2026-07-24 21:24:26,238 | INFO | Keyword extraction completed.
2026-07-24 21:24:26,255 | INFO | News classification model trained successfully.
2026-07-24 21:24:26,351 | INFO | Sentiment analysis completed.
2026-07-24 21:41:08,279 | INFO | Dataset validation successful.
2026-07-24 21:41:08,280 | INFO | CSV file loaded successfully.
2026-07-24 21:41:10,057 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,058 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,058 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,059 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,059 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,060 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,060 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,061 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,061 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,062 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,062 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,063 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,063 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,064 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,065 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,065 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,066 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,067 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,067 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,068 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,068 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,069 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,070 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,070 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,071 | INFO | Text preprocessing completed.
2026-07-24 21:41:10,072 | INFO | DataFrame preprocessing completed.
2026-07-24 21:41:10,109 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,110 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,110 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,111 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,112 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,112 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,113 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,113 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,114 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,114 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,115 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,116 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,117 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,117 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,118 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,118 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,118 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,119 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,119 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,119 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,120 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,120 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,120 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,120 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,121 | INFO | Text tokenized successfully.
2026-07-24 21:41:10,122 | INFO | DataFrame tokenization completed.
2026-07-24 21:41:10,122 | INFO | Word frequency calculated.
2026-07-24 21:41:10,169 | INFO | Keyword extraction completed.
2026-07-24 21:41:10,206 | INFO | News classification model trained successfully.
2026-07-24 21:41:10,285 | INFO | News classification completed.
2026-07-24 21:41:10,317 | INFO | Sentiment analysis completed.
2026-07-24 21:41:10,323 | INFO | Keyword trends generated.
2026-07-24 21:41:10,324 | INFO | Category trends generated.
2026-07-24 21:41:10,325 | INFO | Sentiment trends generated.
2026-07-24 21:41:10,326 | INFO | Daily news trends generated.
2026-07-24 21:41:10,326 | INFO | Overall trend summary created.
2026-07-24 21:41:10,877 | INFO | Category chart generated.
2026-07-24 21:41:11,033 | INFO | Sentiment chart generated.
2026-07-24 21:41:11,346 | INFO | Daily trend chart generated.
2026-07-24 22:00:21,861 | INFO | Dataset validation successful.
2026-07-24 22:00:21,862 | INFO | CSV file loaded successfully.
2026-07-24 22:00:27,835 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,836 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,837 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,837 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,838 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,838 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,839 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,839 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,839 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,840 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,840 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,840 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,841 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,841 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,841 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,842 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,843 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,843 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,844 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,844 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,845 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,846 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,847 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,847 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,848 | INFO | Text preprocessing completed.
2026-07-24 22:00:27,849 | INFO | DataFrame preprocessing completed.
2026-07-24 22:00:27,878 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,879 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,879 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,879 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,880 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,880 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,880 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,880 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,881 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,881 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,881 | INFO | Text tokenized successfully.
2026-07-24 22:00:27,882 | INFO | Text tokenized successfully.
